code,name_zh,market,period,pre_date,actual_date,lead_days
8069,,otc,2026Q1,2026-04-30,,
8111,,otc,2026Q1,2026-05-01,,
8042,,otc,2026Q1,2026-05-03,,
1312,,sii,2026Q1,2026-05-04,,
2027,,sii,2026Q1,2026-05-04,,
2615,,sii,2026Q1,2026-05-04,,
6414,,sii,2026Q1,2026-05-04,,
8021,,sii,2026Q1,2026-05-04,,
1101,,sii,2026A,2026-05-05,,
2332,,sii,2026Q1,2026-05-05,,
2474,,sii,2026Q1,2026-05-05,,
2609,,sii,2026Q1,2026-05-05,,
2618,,sii,2026Q1,2026-05-05,,
3005,,sii,2026Q1,2026-05-05,,
4938,,sii,2026A,2026-05-05,,
6223,,otc,2026Q1,2026-05-05,,
1717,,sii,2026Q1,2026-05-06,,
2382,,sii,2026Q1,2026-05-06,,
2603,,sii,2026Q1,2026-05-06,,
2801,,sii,2026A,2026-05-06,,
4989,,sii,2026A,2026-05-06,,
2383,,sii,2026Q2,2026-06-29,,
3023,,sii,2026Q2,2026-07-15,,
3264,,otc,2026Q2,2026-07-15,,
8271,,sii,2026Q2,2026-07-15,,
3081,,otc,2026Q2,2026-07-17,,
5371,,otc,2026Q2,2026-07-17,,
3016,,sii,2026Q2,2026-07-20,,
3037,,sii,2026Q2,2026-07-20,,
2308,,sii,2026Q2,2026-07-21,,
2912,,sii,2026Q2,2026-07-21,,
3707,,otc,2026Q2,2026-07-21,,
8114,,sii,2026Q2,2026-07-21,,
2379,,sii,2026Q2,2026-07-22,,
3006,,sii,2026Q2,2026-07-22,,
3221,,otc,2026Q2,2026-07-22,,
1590,,sii,2026Q2,2026-07-23,,
2301,,sii,2026Q2,2026-07-23,,
2385,,sii,2026Q2,2026-07-24,,
2486,,sii,2026Q2,2026-07-24,,
3019,,sii,2026Q2,2026-07-24,,
3577,,otc,2026Q2,2026-07-24,,
3715,,sii,2026Q2,2026-07-24,,
4967,,sii,2026Q2,2026-07-24,,
5347,,otc,2026Q2,2026-07-24,,
6197,,sii,2026Q2,2026-07-24,,
6919,,sii,2026Q2,2026-07-24,,
2484,,sii,2026Q2,2026-07-27,,
3030,,sii,2026Q2,2026-07-27,,
3231,,sii,2026Q2,2026-07-27,,
3376,,sii,2026Q2,2026-07-27,,
6196,,sii,2026Q2,2026-07-27,,
6488,,otc,2026Q2,2026-07-27,,
6805,,sii,2026Q2,2026-07-27,,
8043,,otc,2026Q2,2026-07-27,,
2388,,sii,2026Q2,2026-07-28,,
2458,,sii,2026Q2,2026-07-28,,
2630,,sii,2026Q2,2026-07-28,,
3026,,sii,2026Q2,2026-07-28,,
3583,,sii,2026Q2,2026-07-28,,
4966,,otc,2026Q2,2026-07-28,,
4991,,otc,2026Q2,2026-07-28,,
6207,,otc,2026Q2,2026-07-28,,
6285,,sii,2026Q2,2026-07-28,,
7750,,sii,2026Q2,2026-07-28,,
2313,,sii,2026Q2,2026-07-29,,
2344,,sii,2026Q2,2026-07-29,,
2351,,sii,2026Q2,2026-07-29,,
2353,,sii,2026Q2,2026-07-29,,
2464,,sii,2026Q2,2026-07-29,,
3036,,sii,2026Q2,2026-07-29,,
3163,,otc,2026Q2,2026-07-29,,
3362,,otc,2026Q2,2026-07-29,,
3363,,otc,2026Q2,2026-07-29,,
3441,,otc,2026Q2,2026-07-29,,
3714,,sii,2026Q2,2026-07-29,,
5289,,otc,2026Q2,2026-07-29,,
6226,,sii,2026Q2,2026-07-29,,
6257,,sii,2026Q2,2026-07-29,,
6781,,sii,2026Q2,2026-07-29,,
1717,,sii,2026Q2,2026-07-30,,
3022,,sii,2026Q2,2026-07-30,,
3324,,otc,2026Q2,2026-07-30,,
3605,,sii,2026Q2,2026-07-30,,
6206,,sii,2026Q2,2026-07-30,,
6213,,sii,2026Q2,2026-07-30,,
6579,,sii,2026Q2,2026-07-30,,
6669,,sii,2026Q2,2026-07-30,,
6753,,sii,2026Q2,2026-07-30,,
8069,,otc,2026Q2,2026-07-30,,
1519,,sii,2026Q2,2026-07-31,,
1785,,otc,2026Q2,2026-07-31,,
1802,,sii,2026Q2,2026-07-31,,
2474,,sii,2026Q2,2026-07-31,,
2834,,sii,2026Q2,2026-07-31,,
3044,,sii,2026Q2,2026-07-31,,
3413,,sii,2026Q2,2026-07-31,,
4566,,sii,2026Q2,2026-07-31,,
5269,,sii,2026Q2,2026-07-31,,
5536,,otc,2026Q2,2026-07-31,,
6409,,sii,2026Q2,2026-07-31,,
6446,,sii,2026Q2,2026-07-31,,
6588,,otc,2026Q2,2026-07-31,,
6830,,sii,2026Q2,2026-07-31,,
3374,,otc,2018A,,2019-02-15,
6191,,sii,2018A,,2019-02-21,
8028,,sii,2018A,,2019-02-25,
5536,,otc,2018A,,2019-02-26,
3583,,sii,2018A,,2019-03-06,
3605,,sii,2018A,,2019-03-08,
3665,,sii,2018A,,2019-03-14,
2376,,sii,2018A,,2019-03-15,
5328,,otc,2018A,,2019-03-15,
1802,,sii,2018A,,2019-03-18,
5434,,sii,2018A,,2019-03-19,
2345,,sii,2018A,,2019-03-21,
5483,,otc,2018A,,2019-03-21,
6197,,sii,2018A,,2019-03-21,
8114,,sii,2018A,,2019-03-21,
2404,,sii,2018A,,2019-03-25,
3131,,otc,2018A,,2019-03-25,
2356,,sii,2018A,,2019-03-26,
2388,,sii,2018A,,2019-03-26,
4763,,sii,2018A,,2019-03-26,
4566,,sii,2018A,,2019-03-28,
2317,,sii,2018A,,2019-03-29,
3563,,sii,2019Q1,,2019-04-17,
6166,,sii,2019Q1,,2019-04-25,
3583,,sii,2019Q1,,2019-05-03,
3131,,otc,2019Q1,,2019-05-06,
5434,,sii,2019Q1,,2019-05-08,
2345,,sii,2019Q1,,2019-05-09,
8114,,sii,2019Q1,,2019-05-09,
3665,,sii,2019Q1,,2019-05-10,
2312,,sii,2019Q1,,2019-05-14,
5434,,sii,2019Q2,,2019-07-31,
3131,,otc,2019Q2,,2019-08-05,
3665,,sii,2019Q2,,2019-08-12,
3583,,sii,2019Q2,,2019-08-13,
3131,,otc,2019Q3,,2019-11-04,
3583,,sii,2019Q3,,2019-11-06,
5434,,sii,2019Q3,,2019-11-08,
2345,,sii,2019Q3,,2019-11-12,
3081,,otc,2019A,,2020-02-05,
3374,,otc,2019A,,2020-02-11,
8028,,sii,2019A,,2020-02-25,
6579,,sii,2019A,,2020-02-26,
3583,,sii,2019A,,2020-02-27,
5536,,otc,2019A,,2020-02-27,
2375,,sii,2019A,,2020-03-18,
3665,,sii,2019A,,2020-03-18,
2345,,sii,2019A,,2020-03-19,
5483,,otc,2019A,,2020-03-19,
6197,,sii,2019A,,2020-03-20,
3131,,otc,2019A,,2020-03-23,
2356,,sii,2019A,,2020-03-24,
4763,,sii,2019A,,2020-03-27,
2317,,sii,2019A,,2020-03-30,
3260,,otc,2020Q1,,2020-04-20,
5434,,sii,2020Q1,,2020-04-24,
3131,,otc,2020Q1,,2020-05-04,
4763,,sii,2020Q1,,2020-05-08,
2345,,sii,2020Q1,,2020-05-13,
3665,,sii,2020Q1,,2020-05-15,
5434,,sii,2020Q2,,2020-07-31,
3131,,otc,2020Q2,,2020-08-03,
6579,,sii,2020Q2,,2020-08-04,
3583,,sii,2020Q2,,2020-08-07,
3665,,sii,2020Q2,,2020-08-13,
2834,,sii,2020Q2,,2020-08-19,
2885,,sii,2020Q2,,2020-08-21,
2892,,sii,2020Q2,,2020-08-27,
2834,,sii,2020Q3,,2020-10-28,
3529,,otc,2020Q3,,2020-10-28,
6274,,otc,2020Q3,,2020-10-28,
2303,,sii,2020Q3,,2020-10-29,
2455,,sii,2020Q3,,2020-10-29,
8039,,sii,2020Q3,,2020-10-29,
3661,,sii,2020Q3,,2020-10-30,
6588,,otc,2020Q3,,2020-11-02,
3019,,sii,2020Q3,,2020-11-04,
2313,,sii,2020Q3,,2020-11-05,
3443,,sii,2020Q3,,2020-11-05,
5483,,otc,2020Q3,,2020-11-05,
2368,,sii,2020Q3,,2020-11-06,
3583,,sii,2020Q3,,2020-11-06,
4939,,otc,2020Q3,,2020-11-06,
5434,,sii,2020Q3,,2020-11-06,
6226,,sii,2020Q3,,2020-11-06,
8261,,sii,2020Q3,,2020-11-06,
8932,,otc,2020Q3,,2020-11-06,
8996,,sii,2020Q3,,2020-11-06,
1718,,sii,2020A,,2020-11-09,
2615,,sii,2020Q3,,2020-11-09,
3131,,otc,2020Q3,,2020-11-09,
3260,,otc,2020Q3,,2020-11-09,
3357,,otc,2020Q3,,2020-11-09,
3491,,otc,2020Q3,,2020-11-09,
2347,,sii,2020Q3,,2020-11-10,
3702,,sii,2020Q3,,2020-11-10,
8150,,sii,2020Q3,,2020-11-10,
1216,,sii,2020Q3,,2020-11-11,
2345,,sii,2020Q3,,2020-11-11,
2357,,sii,2020Q3,,2020-11-11,
2369,,sii,2020Q3,,2020-11-11,
3605,,sii,2020Q3,,2020-11-11,
5439,,otc,2020Q3,,2020-11-11,
6415,,sii,2020Q3,,2020-11-11,
2344,,sii,2020Q3,,2020-11-12,
2404,,sii,2020Q3,,2020-11-12,
2542,,sii,2020Q3,,2020-11-12,
2609,,sii,2020Q3,,2020-11-12,
2882,,sii,2020A,,2020-11-12,
3362,,otc,2020Q3,,2020-11-12,
2376,,sii,2020Q3,,2020-11-13,
8358,,otc,2020A,,2021-01-27,
3189,,sii,2020A,,2021-01-29,
3081,,otc,2020A,,2021-02-03,
3563,,sii,2020A,,2021-02-03,
2409,,sii,2020A,,2021-02-04,
2330,,sii,2020A,,2021-02-09,
2344,,sii,2020A,,2021-02-18,
4919,,sii,2020A,,2021-02-18,
3014,,sii,2020A,,2021-02-19,
5904,,otc,2020A,,2021-02-22,
2412,,sii,2020A,,2021-02-23,
2630,,sii,2020A,,2021-02-23,
3035,,sii,2020A,,2021-02-23,
3374,,otc,2020A,,2021-02-23,
2303,,sii,2020A,,2021-02-24,
2308,,sii,2020A,,2021-02-24,
3529,,otc,2020A,,2021-02-24,
8039,,sii,2020A,,2021-02-24,
2301,,sii,2020A,,2021-02-25,
2360,,sii,2020A,,2021-02-25,
2492,,sii,2020A,,2021-02-25,
2801,,sii,2020A,,2021-02-25,
2887,,sii,2020A,,2021-02-25,
3044,,sii,2020A,,2021-02-25,
3045,,sii,2020A,,2021-02-25,
3264,,otc,2020A,,2021-02-25,
3363,,otc,2020A,,2021-02-25,
3711,,sii,2020A,,2021-02-25,
4904,,sii,2020A,,2021-02-25,
4939,,otc,2020A,,2021-02-25,
5536,,otc,2020A,,2021-02-25,
6116,,sii,2020A,,2021-02-25,
2408,,sii,2020A,,2021-02-26,
2441,,sii,2020A,,2021-02-26,
3413,,sii,2020A,,2021-02-26,
6446,,sii,2020A,,2021-02-26,
3357,,otc,2020A,,2021-03-02,
4977,,sii,2020A,,2021-03-02,
2451,,sii,2020A,,2021-03-04,
3163,,otc,2020A,,2021-03-04,
3714,,sii,2020A,,2021-03-04,
6805,,sii,2020A,,2021-03-04,
1785,,otc,2020A,,2021-03-05,
2395,,sii,2020A,,2021-03-05,
4763,,sii,2020A,,2021-03-05,
6139,,sii,2020A,,2021-03-05,
5274,,otc,2020A,,2021-03-08,
8112,,sii,2020A,,2021-03-08,
2305,,sii,2020A,,2021-03-09,
2606,,sii,2020A,,2021-03-09,
3211,,otc,2020A,,2021-03-09,
3707,,otc,2020A,,2021-03-09,
8261,,sii,2020A,,2021-03-09,
2834,,sii,2020A,,2021-03-10,
3441,,otc,2020A,,2021-03-10,
3491,,otc,2020A,,2021-03-10,
4966,,otc,2020A,,2021-03-10,
2313,,sii,2020A,,2021-03-11,
3042,,sii,2020A,,2021-03-11,
3673,,sii,2020A,,2021-03-11,
6016,,otc,2020A,,2021-03-11,
6243,,sii,2020A,,2021-03-11,
6426,,sii,2020A,,2021-03-11,
6505,,sii,2020A,,2021-03-11,
8299,,otc,2020A,,2021-03-11,
8932,,otc,2020A,,2021-03-11,
2347,,sii,2020A,,2021-03-12,
2449,,sii,2020A,,2021-03-12,
3022,,sii,2020A,,2021-03-12,
3680,,otc,2020A,,2021-03-12,
4916,,sii,2020A,,2021-03-12,
6239,,sii,2020A,,2021-03-12,
6531,,sii,2020A,,2021-03-12,
6672,,sii,2020A,,2021-03-12,
1802,,sii,2020A,,2021-03-15,
2375,,sii,2020A,,2021-03-15,
2376,,sii,2020A,,2021-03-15,
5328,,otc,2020A,,2021-03-15,
6257,,sii,2020A,,2021-03-15,
2359,,sii,2020A,,2021-03-16,
3324,,otc,2020A,,2021-03-16,
6415,,sii,2020A,,2021-03-16,
6488,,otc,2020A,,2021-03-16,
8069,,otc,2020A,,2021-03-16,
8150,,sii,2020A,,2021-03-16,
1301,,sii,2020A,,2021-03-17,
2332,,sii,2020A,,2021-03-17,
2357,,sii,2020A,,2021-03-17,
2478,,sii,2020A,,2021-03-17,
2493,,sii,2020A,,2021-03-17,
5439,,otc,2020A,,2021-03-17,
6197,,sii,2020A,,2021-03-17,
6274,,otc,2020A,,2021-03-17,
6285,,sii,2020A,,2021-03-17,
6715,,sii,2020A,,2021-03-17,
8081,,sii,2020A,,2021-03-17,
1303,,sii,2020A,,2021-03-18,
2369,,sii,2020A,,2021-03-18,
2455,,sii,2020A,,2021-03-18,
2464,,sii,2020A,,2021-03-18,
3105,,otc,2020A,,2021-03-18,
4979,,otc,2020A,,2021-03-18,
5483,,otc,2020A,,2021-03-18,
6442,,sii,2020A,,2021-03-18,
8114,,sii,2020A,,2021-03-18,
1101,,sii,2020A,,2021-03-19,
2379,,sii,2020A,,2021-03-19,
2454,,sii,2020A,,2021-03-19,
2542,,sii,2020A,,2021-03-19,
2890,,sii,2020A,,2021-03-19,
2891,,sii,2020A,,2021-03-19,
3019,,sii,2020A,,2021-03-19,
3577,,otc,2020A,,2021-03-19,
4991,,otc,2020A,,2021-03-19,
6515,,sii,2020A,,2021-03-19,
8996,,sii,2020A,,2021-03-19,
2368,,sii,2020A,,2021-03-22,
2377,,sii,2020A,,2021-03-22,
2388,,sii,2020A,,2021-03-22,
2615,,sii,2020A,,2021-03-22,
2618,,sii,2020A,,2021-03-22,
2883,,sii,2020A,,2021-03-22,
3131,,otc,2020A,,2021-03-22,
5880,,sii,2020A,,2021-03-22,
6207,,otc,2020A,,2021-03-22,
8111,,otc,2020A,,2021-03-22,
1504,,sii,2020A,,2021-03-23,
1810,,sii,2020A,,2021-03-23,
2049,,sii,2020A,,2021-03-23,
2425,,sii,2020A,,2021-03-23,
2885,,sii,2020A,,2021-03-23,
2886,,sii,2020A,,2021-03-23,
3532,,sii,2020A,,2021-03-23,
3653,,sii,2020A,,2021-03-23,
6138,,otc,2020A,,2021-03-23,
6213,,sii,2020A,,2021-03-23,
8064,,otc,2020A,,2021-03-23,
8210,,sii,2020A,,2021-03-23,
1216,,sii,2020A,,2021-03-24,
1402,,sii,2020A,,2021-03-24,
3260,,otc,2020A,,2021-03-24,
3533,,sii,2020A,,2021-03-24,
4989,,sii,2020A,,2021-03-24,
5351,,otc,2020A,,2021-03-24,
5388,,sii,2020A,,2021-03-24,
6223,,otc,2020A,,2021-03-24,
9904,,sii,2020A,,2021-03-24,
2316,,sii,2020A,,2021-03-25,
2426,,sii,2020A,,2021-03-25,
2609,,sii,2020A,,2021-03-25,
2880,,sii,2020A,,2021-03-25,
3090,,sii,2020A,,2021-03-25,
3479,,otc,2020A,,2021-03-25,
4566,,sii,2020A,,2021-03-25,
4764,,sii,2020A,,2021-03-25,
4938,,sii,2020A,,2021-03-25,
5871,,sii,2020A,,2021-03-25,
6182,,otc,2020A,,2021-03-25,
8033,,sii,2020A,,2021-03-25,
1717,,sii,2020A,,2021-03-26,
1795,,sii,2020A,,2021-03-26,
2406,,sii,2020A,,2021-03-26,
2481,,sii,2020A,,2021-03-26,
2634,,sii,2020A,,2021-03-26,
3406,,sii,2020A,,2021-03-26,
6290,,otc,2020A,,2021-03-26,
9921,,sii,2020A,,2021-03-26,
3605,,sii,2020A,,2021-03-29,
4967,,sii,2020A,,2021-03-29,
4967,,sii,2021A,,2021-03-29,
1513,,sii,2020A,,2021-03-30,
2312,,sii,2020A,,2021-03-30,
2317,,sii,2020A,,2021-03-30,
2382,,sii,2020A,,2021-03-30,
2881,,sii,2020A,,2021-03-30,
3702,,sii,2020A,,2021-03-30,
5475,,otc,2020A,,2021-03-30,
6472,,sii,2020A,,2021-03-30,
6691,,sii,2020A,,2021-03-30,
2302,,sii,2020A,,2021-03-31,
3529,,otc,2021Q1,,2021-04-26,
5904,,otc,2021Q1,,2021-04-26,
2303,,sii,2021Q1,,2021-04-28,
3376,,sii,2021Q1,,2021-04-28,
4966,,otc,2021Q1,,2021-04-28,
8039,,sii,2021Q1,,2021-04-28,
2377,,sii,2021Q1,,2021-04-29,
2388,,sii,2021Q1,,2021-04-29,
2441,,sii,2021Q1,,2021-04-29,
2455,,sii,2021Q1,,2021-04-29,
2492,,sii,2021Q1,,2021-05-03,
3260,,otc,2021Q1,,2021-05-03,
2332,,sii,2021Q1,,2021-05-04,
6488,,otc,2021Q1,,2021-05-04,
2049,,sii,2021Q1,,2021-05-05,
2834,,sii,2021Q1,,2021-05-05,
4541,,otc,2021Q1,,2021-05-05,
5351,,otc,2021Q1,,2021-05-05,
6274,,otc,2021Q1,,2021-05-05,
2344,,sii,2021Q1,,2021-05-06,
2369,,sii,2021Q1,,2021-05-06,
3019,,sii,2021Q1,,2021-05-06,
4979,,otc,2021Q1,,2021-05-06,
5483,,otc,2021Q1,,2021-05-06,
8261,,sii,2021Q1,,2021-05-06,
1605,,sii,2021Q1,,2021-05-07,
2542,,sii,2021Q1,,2021-05-07,
2634,,sii,2021A,,2021-05-07,
4939,,otc,2021Q1,,2021-05-07,
6139,,sii,2021Q1,,2021-05-07,
6715,,sii,2021Q1,,2021-05-07,
8069,,otc,2021A,,2021-05-07,
8996,,sii,2021Q1,,2021-05-07,
2478,,sii,2021Q1,,2021-05-10,
3131,,otc,2021Q1,,2021-05-10,
3661,,sii,2021Q1,,2021-05-10,
2347,,sii,2021Q1,,2021-05-11,
2359,,sii,2021Q1,,2021-05-11,
2368,,sii,2021Q1,,2021-05-11,
3014,,sii,2021Q1,,2021-05-11,
3702,,sii,2021Q1,,2021-05-11,
8150,,sii,2021Q1,,2021-05-11,
8932,,otc,2021A,,2021-05-11,
1513,,sii,2021Q1,,2021-05-12,
2357,,sii,2021Q1,,2021-05-12,
2404,,sii,2021Q1,,2021-05-12,
2609,,sii,2021Q1,,2021-05-12,
3413,,sii,2021A,,2021-05-12,
3491,,otc,2021Q1,,2021-05-12,
5439,,otc,2021Q1,,2021-05-12,
6207,,otc,2021Q1,,2021-05-12,
6415,,sii,2021A,,2021-05-12,
9921,,sii,2021Q1,,2021-05-12,
1810,,sii,2021Q1,,2021-05-13,
2345,,sii,2021Q1,,2021-05-13,
2382,,sii,2021A,,2021-05-13,
3406,,sii,2021Q1,,2021-05-13,
3533,,sii,2021A,,2021-05-13,
3714,,sii,2021Q1,,2021-05-13,
5388,,sii,2021Q1,,2021-05-13,
5871,,sii,2021Q1,,2021-05-13,
2317,,sii,2021Q1,,2021-05-14,
2376,,sii,2021Q1,,2021-05-14,
3533,,sii,2021Q1,,2021-05-14,
6446,,sii,2021Q1,,2021-05-14,
5904,,otc,2021Q2,,2021-07-26,
2303,,sii,2021Q2,,2021-07-28,
3081,,otc,2021Q2,,2021-07-28,
3529,,otc,2021Q2,,2021-07-28,
2388,,sii,2021Q2,,2021-07-29,
2455,,sii,2021Q2,,2021-07-29,
8039,,sii,2021Q2,,2021-07-29,
2441,,sii,2021Q2,,2021-07-30,
3563,,sii,2021Q2,,2021-08-03,
6488,,otc,2021Q2,,2021-08-03,
8261,,sii,2021Q2,,2021-08-03,
3030,,sii,2021Q2,,2021-08-04,
3260,,otc,2021Q2,,2021-08-04,
4966,,otc,2021Q2,,2021-08-04,
6274,,otc,2021Q2,,2021-08-04,
6719,,sii,2021Q2,,2021-08-04,
2049,,sii,2021Q2,,2021-08-05,
2344,,sii,2021Q2,,2021-08-05,
2369,,sii,2021Q2,,2021-08-05,
4541,,otc,2021Q2,,2021-08-05,
4979,,otc,2021Q2,,2021-08-05,
5483,,otc,2021Q2,,2021-08-05,
1605,,sii,2021Q2,,2021-08-06,
2332,,sii,2021Q2,,2021-08-06,
2492,,sii,2021Q2,,2021-08-06,
4939,,otc,2021Q2,,2021-08-06,
6139,,sii,2021Q2,,2021-08-06,
6715,,sii,2021Q2,,2021-08-06,
8996,,sii,2021Q2,,2021-08-06,
9921,,sii,2021Q2,,2021-08-06,
1519,,sii,2021Q2,,2021-08-09,
3131,,otc,2021Q2,,2021-08-09,
1810,,sii,2021Q2,,2021-08-10,
2347,,sii,2021Q2,,2021-08-10,
2359,,sii,2021A,,2021-08-10,
2368,,sii,2021Q2,,2021-08-10,
3014,,sii,2021Q2,,2021-08-10,
3376,,sii,2021Q2,,2021-08-10,
3702,,sii,2021Q2,,2021-08-10,
6753,,sii,2021Q2,,2021-08-10,
8150,,sii,2021Q2,,2021-08-10,
1513,,sii,2021Q2,,2021-08-11,
2357,,sii,2021Q2,,2021-08-11,
2359,,sii,2021Q2,,2021-08-11,
2478,,sii,2021Q2,,2021-08-11,
3406,,sii,2021Q2,,2021-08-11,
3533,,sii,2021Q2,,2021-08-11,
5388,,sii,2021Q2,,2021-08-11,
5439,,otc,2021Q2,,2021-08-11,
8081,,sii,2021Q2,,2021-08-11,
2317,,sii,2021Q2,,2021-08-12,
2404,,sii,2021Q2,,2021-08-12,
2609,,sii,2021Q2,,2021-08-12,
3491,,otc,2021Q2,,2021-08-12,
3714,,sii,2021Q2,,2021-08-12,
2376,,sii,2021Q2,,2021-08-13,
2382,,sii,2021Q2,,2021-08-13,
2542,,sii,2021Q2,,2021-08-13,
6446,,sii,2021Q2,,2021-08-16,
2834,,sii,2021Q2,,2021-08-18,
3661,,sii,2021Q2,,2021-08-20,
2885,,sii,2021Q2,,2021-08-23,
2886,,sii,2021Q2,,2021-08-24,
5871,,sii,2021Q2,,2021-08-26,
6415,,sii,2021Q2,,2021-08-31,
5904,,otc,2021Q3,,2021-10-25,
3035,,sii,2021Q3,,2021-10-26,
2303,,sii,2021Q3,,2021-10-27,
3081,,otc,2021Q3,,2021-10-27,
3529,,otc,2021Q3,,2021-10-27,
6274,,otc,2021Q3,,2021-10-27,
8039,,sii,2021Q3,,2021-10-27,
2455,,sii,2021Q3,,2021-10-28,
2441,,sii,2021Q3,,2021-10-29,
2834,,sii,2021Q3,,2021-10-29,
3661,,sii,2021Q3,,2021-10-29,
2492,,sii,2021Q3,,2021-11-02,
6488,,otc,2021Q3,,2021-11-02,
8261,,sii,2021Q3,,2021-11-02,
3030,,sii,2021Q3,,2021-11-03,
6719,,sii,2021Q3,,2021-11-03,
2344,,sii,2021Q3,,2021-11-04,
2388,,sii,2021Q3,,2021-11-04,
4979,,otc,2021Q3,,2021-11-04,
5483,,otc,2021Q3,,2021-11-04,
1605,,sii,2021Q3,,2021-11-05,
1815,,otc,2021Q3,,2021-11-05,
2049,,sii,2021Q3,,2021-11-05,
2369,,sii,2021Q3,,2021-11-05,
4541,,otc,2021Q3,,2021-11-05,
4939,,otc,2021Q3,,2021-11-05,
6139,,sii,2021Q3,,2021-11-05,
6715,,sii,2021Q3,,2021-11-05,
8996,,sii,2021Q3,,2021-11-05,
9921,,sii,2021Q3,,2021-11-05,
3016,,sii,2021Q3,,2021-11-08,
3131,,otc,2021Q3,,2021-11-08,
3376,,sii,2021Q3,,2021-11-08,
8150,,sii,2021Q3,,2021-11-08,
1810,,sii,2021Q3,,2021-11-09,
2368,,sii,2021Q3,,2021-11-09,
2478,,sii,2021Q3,,2021-11-09,
3260,,otc,2021Q3,,2021-11-09,
3702,,sii,2021Q3,,2021-11-09,
1513,,sii,2021Q3,,2021-11-10,
2357,,sii,2021Q3,,2021-11-10,
2882,,sii,2021A,,2021-11-10,
3479,,otc,2021Q3,,2021-11-10,
3714,,sii,2021Q3,,2021-11-10,
5388,,sii,2021Q3,,2021-11-10,
5439,,otc,2021Q3,,2021-11-10,
8081,,sii,2021Q3,,2021-11-10,
2345,,sii,2021Q3,,2021-11-11,
2404,,sii,2021Q3,,2021-11-11,
2542,,sii,2021Q3,,2021-11-11,
2609,,sii,2021Q3,,2021-11-11,
3406,,sii,2021Q3,,2021-11-11,
3491,,otc,2021Q3,,2021-11-11,
3533,,sii,2021Q3,,2021-11-11,
6415,,sii,2021Q3,,2021-11-11,
2317,,sii,2021Q3,,2021-11-12,
2347,,sii,2021Q3,,2021-11-12,
2359,,sii,2021Q3,,2021-11-12,
2376,,sii,2021Q3,,2021-11-12,
2382,,sii,2021Q3,,2021-11-12,
5871,,sii,2021Q3,,2021-11-12,
6446,,sii,2021Q3,,2021-11-15,
2885,,sii,2021Q3,,2021-11-19,
3081,,otc,2021A,,2022-01-26,
6770,,sii,2021A,,2022-02-08,
3563,,sii,2021A,,2022-02-09,
3374,,otc,2021A,,2022-02-10,
2344,,sii,2021A,,2022-02-11,
5347,,otc,2021A,,2022-02-11,
2330,,sii,2021A,,2022-02-15,
3189,,sii,2021A,,2022-02-15,
3707,,otc,2021A,,2022-02-15,
6805,,sii,2021A,,2022-02-18,
5904,,otc,2021A,,2022-02-21,
6191,,sii,2021A,,2022-02-21,
6196,,sii,2021A,,2022-02-21,
2426,,sii,2021A,,2022-02-22,
2492,,sii,2021A,,2022-02-22,
2801,,sii,2021A,,2022-02-22,
3035,,sii,2021A,,2022-02-22,
3045,,sii,2021A,,2022-02-22,
8358,,otc,2021A,,2022-02-22,
1560,,sii,2021A,,2022-02-23,
2360,,sii,2021A,,2022-02-23,
2412,,sii,2021A,,2022-02-23,
2630,,sii,2021A,,2022-02-23,
3163,,otc,2021A,,2022-02-23,
3529,,otc,2021A,,2022-02-23,
6515,,sii,2021A,,2022-02-23,
6789,,sii,2021A,,2022-02-23,
8039,,sii,2021A,,2022-02-23,
2301,,sii,2021A,,2022-02-24,
2303,,sii,2021A,,2022-02-24,
2308,,sii,2021A,,2022-02-24,
2408,,sii,2021A,,2022-02-24,
2887,,sii,2021A,,2022-02-24,
3044,,sii,2021A,,2022-02-24,
3264,,otc,2021A,,2022-02-24,
3363,,otc,2021A,,2022-02-24,
3714,,sii,2021A,,2022-02-24,
5536,,otc,2021A,,2022-02-24,
6116,,sii,2021A,,2022-02-24,
8150,,sii,2021A,,2022-02-24,
8261,,sii,2021A,,2022-02-24,
2049,,sii,2021A,,2022-02-25,
2395,,sii,2021A,,2022-02-25,
2441,,sii,2021A,,2022-02-25,
2454,,sii,2021A,,2022-02-25,
3711,,sii,2021A,,2022-02-25,
4904,,sii,2021A,,2022-02-25,
4939,,otc,2021A,,2022-02-25,
5871,,sii,2021A,,2022-02-25,
6531,,sii,2021A,,2022-02-25,
8046,,sii,2021A,,2022-02-25,
3702,,sii,2021A,,2022-02-28,
6446,,sii,2021A,,2022-03-01,
2451,,sii,2021A,,2022-03-03,
2449,,sii,2021A,,2022-03-04,
3532,,sii,2021A,,2022-03-04,
6672,,sii,2021A,,2022-03-04,
8299,,otc,2021A,,2022-03-04,
1802,,sii,2021A,,2022-03-07,
2478,,sii,2021A,,2022-03-07,
2606,,sii,2021A,,2022-03-07,
3042,,sii,2021A,,2022-03-07,
3680,,otc,2021A,,2022-03-07,
5274,,otc,2021A,,2022-03-07,
1402,,sii,2021A,,2022-03-08,
2305,,sii,2021A,,2022-03-08,
2347,,sii,2021A,,2022-03-08,
2388,,sii,2021A,,2022-03-08,
2486,,sii,2021A,,2022-03-08,
3211,,otc,2021A,,2022-03-08,
3441,,otc,2021A,,2022-03-08,
6257,,sii,2021A,,2022-03-08,
6505,,sii,2021A,,2022-03-08,
1216,,sii,2021A,,2022-03-09,
2834,,sii,2021A,,2022-03-09,
