code,name_zh,market,period,pre_date,actual_date,lead_days
4939,,otc,2023Q1,,2023-05-08,
5351,,otc,2023Q1,,2023-05-08,
6196,,sii,2023Q1,,2023-05-08,
8932,,otc,2023A,,2023-05-08,
1810,,sii,2023Q1,,2023-05-09,
2330,,sii,2023Q1,,2023-05-09,
2481,,sii,2023Q1,,2023-05-09,
2618,,sii,2023Q1,,2023-05-09,
3661,,sii,2023Q1,,2023-05-09,
3706,,sii,2023Q1,,2023-05-09,
6213,,sii,2023Q1,,2023-05-09,
6290,,otc,2023Q1,,2023-05-09,
6426,,sii,2023Q1,,2023-05-09,
6715,,sii,2023Q1,,2023-05-09,
6770,,sii,2023Q1,,2023-05-09,
8112,,sii,2023Q1,,2023-05-09,
2049,,sii,2023Q1,,2023-05-10,
2359,,sii,2023A,,2023-05-10,
2478,,sii,2023Q1,,2023-05-10,
2493,,sii,2023Q1,,2023-05-10,
3413,,sii,2023Q1,,2023-05-10,
4958,,sii,2023Q1,,2023-05-10,
5328,,otc,2023Q1,,2023-05-10,
5439,,otc,2023Q1,,2023-05-10,
5536,,otc,2023Q1,,2023-05-10,
5871,,sii,2023Q1,,2023-05-10,
6138,,otc,2023Q1,,2023-05-10,
6446,,sii,2023Q1,,2023-05-10,
8081,,sii,2023Q1,,2023-05-10,
1795,,sii,2023Q1,,2023-05-11,
2317,,sii,2023Q1,,2023-05-11,
2345,,sii,2023Q1,,2023-05-11,
2368,,sii,2023Q1,,2023-05-11,
2377,,sii,2023Q1,,2023-05-11,
2382,,sii,2023Q1,,2023-05-11,
2542,,sii,2023Q1,,2023-05-11,
2801,,sii,2023Q1,,2023-05-11,
2882,,sii,2023A,,2023-05-11,
3260,,otc,2023Q1,,2023-05-11,
3479,,otc,2023Q1,,2023-05-11,
3702,,sii,2023Q1,,2023-05-11,
4566,,sii,2023Q1,,2023-05-11,
5388,,sii,2023Q1,,2023-05-11,
6207,,otc,2023Q1,,2023-05-11,
6415,,sii,2023Q1,,2023-05-11,
6719,,sii,2023Q1,,2023-05-11,
1513,,sii,2023Q1,,2023-05-12,
2357,,sii,2023Q1,,2023-05-12,
2376,,sii,2023Q1,,2023-05-12,
2404,,sii,2023Q1,,2023-05-12,
2406,,sii,2023Q1,,2023-05-12,
2609,,sii,2023Q1,,2023-05-12,
3033,,sii,2023Q1,,2023-05-12,
3406,,sii,2023Q1,,2023-05-12,
6472,,sii,2023Q1,,2023-05-12,
2302,,sii,2023Q1,,2023-05-15,
2312,,sii,2023Q1,,2023-05-15,
9904,,sii,2023Q1,,2023-05-15,
2885,,sii,2023Q1,,2023-05-22,
2886,,sii,2023Q1,,2023-05-23,
2891,,sii,2023Q1,,2023-05-26,
3035,,sii,2023Q2,,2023-07-25,
6271,,sii,2023Q2,,2023-07-25,
1560,,sii,2023Q2,,2023-07-26,
2303,,sii,2023Q2,,2023-07-26,
3081,,otc,2023Q2,,2023-07-26,
3529,,otc,2023Q2,,2023-07-26,
8039,,sii,2023Q2,,2023-07-26,
2455,,sii,2023Q2,,2023-07-27,
3088,,otc,2023Q2,,2023-07-27,
6166,,sii,2023Q2,,2023-07-27,
2441,,sii,2023Q2,,2023-07-28,
5388,,sii,2023Q2,,2023-07-28,
2360,,sii,2023Q2,,2023-07-31,
5904,,otc,2023Q2,,2023-07-31,
4919,,sii,2023Q2,,2023-08-01,
5347,,otc,2023Q2,,2023-08-01,
6116,,sii,2023Q2,,2023-08-01,
6213,,sii,2023Q2,,2023-08-01,
6488,,otc,2023Q2,,2023-08-01,
8261,,sii,2023Q2,,2023-08-01,
2478,,sii,2023Q2,,2023-08-02,
3030,,sii,2023Q2,,2023-08-02,
3163,,otc,2023Q2,,2023-08-02,
3376,,sii,2023Q2,,2023-08-02,
3563,,sii,2023Q2,,2023-08-02,
6196,,sii,2023Q2,,2023-08-02,
2344,,sii,2023Q2,,2023-08-03,
2388,,sii,2023Q2,,2023-08-03,
2451,,sii,2023Q2,,2023-08-03,
3714,,sii,2023Q2,,2023-08-03,
6243,,sii,2023Q2,,2023-08-03,
8150,,sii,2023Q2,,2023-08-03,
4541,,otc,2023Q2,,2023-08-04,
5483,,otc,2023Q2,,2023-08-04,
6139,,sii,2023Q2,,2023-08-04,
6515,,sii,2023Q2,,2023-08-04,
6691,,sii,2023Q2,,2023-08-04,
2347,,sii,2023Q2,,2023-08-07,
2369,,sii,2023Q2,,2023-08-07,
2645,,sii,2023Q2,,2023-08-07,
3016,,sii,2023Q2,,2023-08-07,
3131,,otc,2023Q2,,2023-08-07,
4939,,otc,2023Q2,,2023-08-07,
1810,,sii,2023Q2,,2023-08-08,
2330,,sii,2023Q2,,2023-08-08,
2481,,sii,2023Q2,,2023-08-08,
3260,,otc,2023Q2,,2023-08-08,
3577,,otc,2023Q2,,2023-08-08,
5351,,otc,2023Q2,,2023-08-08,
6207,,otc,2023Q2,,2023-08-08,
6715,,sii,2023Q2,,2023-08-08,
6770,,sii,2023Q2,,2023-08-08,
8081,,sii,2023Q2,,2023-08-08,
8112,,sii,2023Q2,,2023-08-08,
1513,,sii,2023Q2,,2023-08-09,
2493,,sii,2023Q2,,2023-08-09,
3413,,sii,2023A,,2023-08-09,
4958,,sii,2023Q2,,2023-08-09,
4966,,otc,2023Q2,,2023-08-09,
5439,,otc,2023Q2,,2023-08-09,
6138,,otc,2023Q2,,2023-08-09,
8996,,sii,2023Q2,,2023-08-09,
1795,,sii,2023Q2,,2023-08-10,
2049,,sii,2023Q2,,2023-08-10,
2345,,sii,2023Q2,,2023-08-10,
2368,,sii,2023Q2,,2023-08-10,
2377,,sii,2023Q2,,2023-08-10,
2492,,sii,2023Q2,,2023-08-10,
2618,,sii,2023Q2,,2023-08-10,
3135,,sii,2023Q2,,2023-08-10,
3702,,sii,2023Q2,,2023-08-10,
4566,,sii,2023Q2,,2023-08-10,
4749,,otc,2023Q2,,2023-08-10,
4916,,sii,2023Q2,,2023-08-10,
5536,,otc,2023Q2,,2023-08-10,
6226,,sii,2023Q2,,2023-08-10,
6426,,sii,2023Q2,,2023-08-10,
6446,,sii,2023Q2,,2023-08-10,
6719,,sii,2023Q2,,2023-08-10,
6919,,sii,2023Q2,,2023-08-10,
6944,,sii,2023Q2,,2023-08-10,
7610,,sii,2023Q2,,2023-08-10,
1605,,sii,2023Q2,,2023-08-11,
2302,,sii,2023Q2,,2023-08-11,
2357,,sii,2023Q2,,2023-08-11,
2375,,sii,2023Q2,,2023-08-11,
2376,,sii,2023Q2,,2023-08-11,
2382,,sii,2023Q2,,2023-08-11,
2404,,sii,2023Q2,,2023-08-11,
2406,,sii,2023Q2,,2023-08-11,
2542,,sii,2023Q2,,2023-08-11,
3033,,sii,2023Q2,,2023-08-11,
3406,,sii,2023Q2,,2023-08-11,
3479,,otc,2023Q2,,2023-08-11,
3605,,sii,2023Q2,,2023-08-11,
3706,,sii,2023Q2,,2023-08-11,
6290,,otc,2023Q2,,2023-08-11,
6830,,sii,2023Q2,,2023-08-11,
2312,,sii,2023Q2,,2023-08-14,
2317,,sii,2023Q2,,2023-08-14,
6472,,sii,2023Q2,,2023-08-14,
9904,,sii,2023Q2,,2023-08-14,
2834,,sii,2023Q2,,2023-08-16,
3661,,sii,2023Q2,,2023-08-18,
2886,,sii,2023Q2,,2023-08-22,
2885,,sii,2023Q2,,2023-08-23,
6415,,sii,2023Q2,,2023-08-24,
5871,,sii,2023Q2,,2023-08-29,
3035,,sii,2023Q3,,2023-10-24,
3529,,otc,2023Q3,,2023-10-24,
1560,,sii,2023Q3,,2023-10-25,
2303,,sii,2023Q3,,2023-10-25,
3081,,otc,2023Q3,,2023-10-25,
8039,,sii,2023Q3,,2023-10-25,
2455,,sii,2023Q3,,2023-10-26,
3088,,otc,2023Q3,,2023-10-26,
6271,,sii,2023Q3,,2023-10-26,
8261,,sii,2023Q3,,2023-10-26,
2441,,sii,2023Q3,,2023-10-27,
4958,,sii,1934Q3,,2023-10-30,
5904,,otc,2023Q3,,2023-10-30,
2360,,sii,2023Q3,,2023-10-31,
2492,,sii,2023Q3,,2023-10-31,
4919,,sii,2023Q3,,2023-10-31,
6213,,sii,2023Q3,,2023-10-31,
3163,,otc,2023Q3,,2023-11-01,
3563,,sii,2023Q3,,2023-11-01,
4966,,otc,2023Q3,,2023-11-01,
6116,,sii,2023Q3,,2023-11-01,
6196,,sii,2023Q3,,2023-11-01,
2344,,sii,2023Q3,,2023-11-02,
2834,,sii,2023Q3,,2023-11-02,
3030,,sii,2023Q3,,2023-11-02,
3661,,sii,2023Q3,,2023-11-02,
6243,,sii,2023Q3,,2023-11-02,
8150,,sii,2023Q3,,2023-11-02,
1605,,sii,2023Q3,,2023-11-03,
2376,,sii,2023Q3,,2023-11-03,
3714,,sii,2023Q3,,2023-11-03,
6139,,sii,2023Q3,,2023-11-03,
6166,,sii,2023Q3,,2023-11-03,
6691,,sii,2023Q3,,2023-11-03,
2369,,sii,2023Q3,,2023-11-06,
2451,,sii,2023Q3,,2023-11-06,
3016,,sii,2023Q3,,2023-11-06,
3131,,otc,2023Q3,,2023-11-06,
3577,,otc,2023Q3,,2023-11-06,
4958,,sii,2023Q3,,2023-11-06,
1810,,sii,2023Q3,,2023-11-07,
2347,,sii,2023Q3,,2023-11-07,
2388,,sii,2023Q3,,2023-11-07,
2618,,sii,2023Q3,,2023-11-07,
2645,,sii,2023Q3,,2023-11-07,
3149,,sii,2023Q3,,2023-11-07,
3605,,sii,2023Q3,,2023-11-07,
4939,,otc,2023Q3,,2023-11-07,
5347,,otc,2023Q3,,2023-11-07,
5351,,otc,2023Q3,,2023-11-07,
6488,,otc,2023Q3,,2023-11-07,
6719,,sii,2023Q3,,2023-11-07,
8996,,sii,2023Q3,,2023-11-07,
1513,,sii,2023Q3,,2023-11-08,
1795,,sii,2023Q3,,2023-11-08,
2478,,sii,2023Q3,,2023-11-08,
3260,,otc,2023Q3,,2023-11-08,
3376,,sii,2023Q3,,2023-11-08,
5536,,otc,2023Q3,,2023-11-08,
6515,,sii,2023Q3,,2023-11-08,
6715,,sii,2023Q3,,2023-11-08,
6770,,sii,2023Q3,,2023-11-08,
6830,,sii,2023Q3,,2023-11-08,
8112,,sii,2023Q3,,2023-11-08,
2345,,sii,2023Q3,,2023-11-09,
2368,,sii,2023Q3,,2023-11-09,
2481,,sii,2023Q3,,2023-11-09,
2493,,sii,2023Q3,,2023-11-09,
2801,,sii,2023Q3,,2023-11-09,
3702,,sii,2023Q3,,2023-11-09,
4566,,sii,2023Q3,,2023-11-09,
4916,,sii,2023Q3,,2023-11-09,
5388,,sii,2023Q3,,2023-11-09,
6207,,otc,2023Q3,,2023-11-09,
6446,,sii,2023Q3,,2023-11-09,
6472,,sii,2023Q3,,2023-11-09,
8081,,sii,2023Q3,,2023-11-09,
2049,,sii,2023Q3,,2023-11-10,
2375,,sii,2023Q3,,2023-11-10,
2377,,sii,2023Q3,,2023-11-10,
2382,,sii,2023Q3,,2023-11-10,
3706,,sii,2023Q3,,2023-11-10,
5439,,otc,2023Q3,,2023-11-10,
5483,,otc,2023Q3,,2023-11-10,
5871,,sii,2023Q3,,2023-11-10,
6138,,otc,2023Q3,,2023-11-10,
6226,,sii,2023Q3,,2023-11-10,
6290,,otc,2023Q3,,2023-11-10,
6426,,sii,2023Q3,,2023-11-10,
6672,,sii,2023Q3,,2023-11-10,
2357,,sii,2023Q3,,2023-11-13,
2404,,sii,2023Q3,,2023-11-13,
2406,,sii,2023Q3,,2023-11-13,
3033,,sii,2023Q3,,2023-11-13,
3406,,sii,2023Q3,,2023-11-13,
2302,,sii,2023Q3,,2023-11-14,
2312,,sii,2023Q3,,2023-11-14,
2317,,sii,2023Q3,,2023-11-14,
2330,,sii,2023Q3,,2023-11-14,
2542,,sii,2023Q3,,2023-11-14,
3479,,otc,2023Q3,,2023-11-14,
6415,,sii,2023Q3,,2023-11-14,
9904,,sii,2023Q3,,2023-11-14,
2885,,sii,2023Q3,,2023-11-21,
2886,,sii,2023Q3,,2023-11-28,
3189,,sii,2023A,,2024-01-29,
2409,,sii,2023A,,2024-01-31,
3081,,otc,2023A,,2024-01-31,
5347,,otc,2023A,,2024-02-02,
3563,,sii,2023A,,2024-02-05,
4919,,sii,2023A,,2024-02-05,
2330,,sii,2023A,,2024-02-06,
2344,,sii,2023A,,2024-02-06,
3374,,otc,2023A,,2024-02-06,
3036,,sii,2023A,,2024-02-16,
6196,,sii,2023A,,2024-02-19,
3035,,sii,2023A,,2024-02-20,
4991,,otc,2023A,,2024-02-20,
6770,,sii,2023A,,2024-02-20,
6919,,sii,2023A,,2024-02-20,
8039,,sii,2023A,,2024-02-20,
2426,,sii,2023A,,2024-02-21,
2834,,sii,2023A,,2024-02-21,
3030,,sii,2023A,,2024-02-21,
3045,,sii,2023A,,2024-02-21,
3529,,otc,2023A,,2024-02-21,
6789,,sii,2023A,,2024-02-21,
2059,,sii,2023A,,2024-02-22,
2887,,sii,2023A,,2024-02-22,
3088,,otc,2023A,,2024-02-22,
4904,,sii,2023A,,2024-02-22,
6719,,sii,2023A,,2024-02-22,
8028,,sii,2023A,,2024-02-22,
8150,,sii,2023A,,2024-02-22,
2408,,sii,2023A,,2024-02-23,
2412,,sii,2023A,,2024-02-23,
2441,,sii,2023A,,2024-02-23,
2454,,sii,2023A,,2024-02-23,
2492,,sii,2023A,,2024-02-23,
3714,,sii,2023A,,2024-02-23,
8069,,otc,2023A,,2024-02-23,
8358,,otc,2023A,,2024-02-23,
2301,,sii,2023A,,2024-02-26,
2360,,sii,2023A,,2024-02-26,
2369,,sii,2023A,,2024-02-26,
2801,,sii,2023A,,2024-02-26,
3357,,otc,2023A,,2024-02-26,
3711,,sii,2023A,,2024-02-26,
5269,,sii,2023A,,2024-02-26,
5536,,otc,2023A,,2024-02-26,
5904,,otc,2023A,,2024-02-26,
6138,,otc,2023A,,2024-02-26,
6446,,sii,2023A,,2024-02-26,
1560,,sii,2023A,,2024-02-27,
2049,,sii,2023A,,2024-02-27,
2303,,sii,2023A,,2024-02-27,
2332,,sii,2023A,,2024-02-27,
2395,,sii,2023A,,2024-02-27,
2912,,sii,2023A,,2024-02-27,
3006,,sii,2023A,,2024-02-27,
3707,,otc,2023A,,2024-02-27,
3715,,sii,2023A,,2024-02-27,
4939,,otc,2023A,,2024-02-27,
5871,,sii,2023A,,2024-02-27,
6016,,otc,2023A,,2024-02-27,
6116,,sii,2023A,,2024-02-27,
6213,,sii,2023A,,2024-02-27,
6243,,sii,2023A,,2024-02-27,
6488,,otc,2023A,,2024-02-27,
2308,,sii,2023A,,2024-02-29,
2451,,sii,2023A,,2024-02-29,
2455,,sii,2023A,,2024-02-29,
2630,,sii,2023A,,2024-02-29,
3044,,sii,2023A,,2024-02-29,
3163,,otc,2023A,,2024-02-29,
3264,,otc,2023A,,2024-02-29,
5434,,sii,2023A,,2024-02-29,
5483,,otc,2023A,,2024-02-29,
6271,,sii,2023A,,2024-02-29,
6505,,sii,2023A,,2024-02-29,
8046,,sii,2023A,,2024-02-29,
8261,,sii,2023A,,2024-02-29,
6830,,sii,2023A,,2024-03-01,
3577,,otc,2023A,,2024-03-04,
1402,,sii,2023A,,2024-03-05,
3019,,sii,2023A,,2024-03-05,
3149,,sii,2023A,,2024-03-05,
3211,,otc,2023A,,2024-03-05,
5388,,sii,2023A,,2024-03-05,
1785,,otc,2023A,,2024-03-06,
2388,,sii,2023A,,2024-03-06,
2606,,sii,2023A,,2024-03-06,
3324,,otc,2023A,,2024-03-06,
3680,,otc,2023A,,2024-03-06,
4966,,otc,2023A,,2024-03-06,
6197,,sii,2023A,,2024-03-06,
6274,,otc,2023A,,2024-03-06,
6285,,sii,2023A,,2024-03-06,
6515,,sii,2023A,,2024-03-06,
1216,,sii,2023A,,2024-03-07,
3293,,otc,2023A,,2024-03-07,
3362,,otc,2023A,,2024-03-07,
3532,,sii,2023A,,2024-03-07,
3673,,sii,2023A,,2024-03-07,
6223,,otc,2023A,,2024-03-07,
6472,,sii,2023A,,2024-03-07,
6805,,sii,2023A,,2024-03-07,
2481,,sii,2023A,,2024-03-08,
2890,,sii,2023A,,2024-03-08,
3022,,sii,2023A,,2024-03-08,
3131,,otc,2023A,,2024-03-08,
3260,,otc,2023A,,2024-03-08,
3653,,sii,2023A,,2024-03-08,
4541,,otc,2023A,,2024-03-08,
4979,,otc,2023A,,2024-03-08,
6226,,sii,2023A,,2024-03-08,
6239,,sii,2023A,,2024-03-08,
6426,,sii,2023A,,2024-03-08,
8064,,otc,2023A,,2024-03-08,
8299,,otc,2023A,,2024-03-08,
8996,,sii,2023A,,2024-03-08,
1513,,sii,2023A,,2024-03-11,
1802,,sii,2023A,,2024-03-11,
2305,,sii,2023A,,2024-03-11,
2312,,sii,2023A,,2024-03-11,
2645,,sii,2023A,,2024-03-11,
2880,,sii,2023A,,2024-03-11,
2883,,sii,2023A,,2024-03-11,
3033,,sii,2023A,,2024-03-11,
3042,,sii,2023A,,2024-03-11,
3055,,sii,2023A,,2024-03-11,
3105,,otc,2023A,,2024-03-11,
3441,,otc,2023A,,2024-03-11,
5274,,otc,2023A,,2024-03-11,
6290,,otc,2023A,,2024-03-11,
6715,,sii,2023A,,2024-03-11,
8112,,sii,2023A,,2024-03-11,
1303,,sii,2023A,,2024-03-12,
1810,,sii,2023A,,2024-03-12,
2027,,sii,2023A,,2024-03-12,
2368,,sii,2023A,,2024-03-12,
2375,,sii,2023A,,2024-03-12,
2464,,sii,2023A,,2024-03-12,
2886,,sii,2023A,,2024-03-12,
3231,,sii,2023A,,2024-03-12,
4763,,sii,2023A,,2024-03-12,
5475,,otc,2023A,,2024-03-12,
6415,,sii,2023A,,2024-03-12,
6672,,sii,2023A,,2024-03-12,
8033,,sii,2023A,,2024-03-12,
2347,,sii,2023A,,2024-03-13,
2425,,sii,2023A,,2024-03-13,
2478,,sii,2023A,,2024-03-13,
2493,,sii,2023A,,2024-03-13,
2615,,sii,2023A,,2024-03-13,
2618,,sii,2023A,,2024-03-13,
3017,,sii,2023A,,2024-03-13,
3090,,sii,2023A,,2024-03-13,
3406,,sii,2023A,,2024-03-13,
3491,,otc,2023A,,2024-03-13,
4916,,sii,2023A,,2024-03-13,
5328,,otc,2023A,,2024-03-13,
5351,,otc,2023A,,2024-03-13,
5439,,otc,2023A,,2024-03-13,
5880,,sii,2023A,,2024-03-13,
6139,,sii,2023A,,2024-03-13,
8111,,otc,2023A,,2024-03-13,
9921,,sii,2023A,,2024-03-13,
1795,,sii,2023A,,2024-03-14,
2317,,sii,2023A,,2024-03-14,
2376,,sii,2023A,,2024-03-14,
2377,,sii,2023A,,2024-03-14,
2472,,sii,2023A,,2024-03-14,
2542,,sii,2023A,,2024-03-14,
2881,,sii,2023A,,2024-03-14,
2885,,sii,2023A,,2024-03-14,
2891,,sii,2023A,,2024-03-14,
3479,,otc,2023A,,2024-03-14,
3693,,otc,2023A,,2024-03-14,
4566,,sii,2023A,,2024-03-14,
4764,,sii,2023A,,2024-03-14,
4938,,sii,2023A,,2024-03-14,
4967,,sii,2023A,,2024-03-14,
4977,,sii,2023A,,2024-03-14,
4989,,sii,2023A,,2024-03-14,
6207,,otc,2023A,,2024-03-14,
6442,,sii,2023A,,2024-03-14,
9904,,sii,2023A,,2024-03-14,
1504,,sii,2023A,,2024-03-15,
2302,,sii,2023A,,2024-03-15,
2357,,sii,2023A,,2024-03-15,
2382,,sii,2023A,,2024-03-15,
6182,,otc,2023A,,2024-03-15,
6944,,sii,2023A,,2024-03-21,
2316,,sii,2023A,,2024-03-26,
4749,,otc,2023A,,2024-03-27,
2406,,sii,2023A,,2024-03-28,
4958,,sii,1934A,,2024-03-29,
7610,,sii,2023A,,2024-04-10,
3081,,otc,2024Q1,,2024-04-16,
3443,,sii,2024Q1,,2024-04-17,
7734,,otc,2023A,,2024-04-18,
6271,,sii,2024Q1,2024-04-10,2024-04-18,8
8261,,sii,2024Q1,2024-04-10,2024-04-18,8
5347,,otc,2024Q1,,2024-04-19,
4919,,sii,2024Q1,,2024-04-22,
3665,,sii,2024Q1,,2024-04-23,
3035,,sii,2024Q1,2024-04-17,2024-04-23,6
4958,,sii,1935Q1,,2024-04-24,
4966,,otc,2024Q1,,2024-04-24,
1560,,sii,2024Q1,2024-04-16,2024-04-24,8
2303,,sii,2024Q1,2024-04-16,2024-04-24,8
8039,,sii,2024Q1,2024-04-16,2024-04-24,8
3088,,otc,2024Q1,,2024-04-25,
2455,,sii,2024Q1,2024-04-17,2024-04-25,8
2492,,sii,2024Q1,,2024-04-29,
5904,,otc,2024Q1,,2024-04-29,
6510,,otc,2024Q1,2024-04-19,2024-04-29,10
2375,,sii,2024Q1,2024-04-22,2024-04-29,7
6719,,sii,2024A,2025-02-17,2024-04-29,-294
3563,,sii,2024Q1,,2024-04-30,
6116,,sii,2024Q1,,2024-04-30,
6243,,sii,2024Q1,,2024-04-30,
6525,,sii,2024Q1,,2024-04-30,
6579,,sii,2024Q1,,2024-04-30,
8210,,sii,2024Q1,,2024-04-30,
8358,,otc,2024Q1,,2024-04-30,
8996,,sii,2024Q1,,2024-04-30,
2360,,sii,2024Q1,2024-04-22,2024-04-30,8
2609,,sii,2024Q1,,2024-05-02,
3605,,sii,2024Q1,,2024-05-02,
2344,,sii,2024Q1,2024-04-24,2024-05-02,8
2369,,sii,2024Q1,2024-04-24,2024-05-02,8
3163,,otc,2024Q1,2024-04-24,2024-05-02,8
3529,,otc,2024Q1,2024-04-24,2024-05-02,8
5434,,sii,2024Q1,2024-04-24,2024-05-02,8
1605,,sii,2024Q1,,2024-05-03,
2441,,sii,2024Q1,,2024-05-03,
2449,,sii,2024Q1,,2024-05-03,
6691,,sii,2024Q1,,2024-05-03,
3714,,sii,2024Q1,2024-04-24,2024-05-03,9
6830,,sii,2024Q1,2024-04-24,2024-05-03,9
3661,,sii,2024Q1,2024-04-25,2024-05-03,8
4967,,sii,2024Q1,2024-04-25,2024-05-03,8
4979,,otc,2024Q1,2024-04-25,2024-05-03,8
6770,,sii,2024Q1,2024-04-25,2024-05-03,8
2834,,sii,2024A,2025-02-10,2024-05-03,-283
6213,,sii,2024Q1,,2024-05-06,
2645,,sii,2024Q1,2024-04-26,2024-05-06,10
3033,,sii,2024Q1,2024-04-26,2024-05-06,10
3131,,otc,2024Q1,2024-04-26,2024-05-06,10
3357,,otc,2024Q1,2024-04-26,2024-05-06,10
3376,,sii,2024Q1,2024-04-26,2024-05-06,10
6290,,otc,2024Q1,2024-04-26,2024-05-06,10
6805,,sii,2024Q1,2024-04-26,2024-05-06,10
4939,,otc,2024Q1,,2024-05-07,
6488,,otc,2024Q1,,2024-05-07,
6196,,sii,2024Q1,2024-04-26,2024-05-07,11
1810,,sii,2024Q1,2024-04-29,2024-05-07,8
5388,,sii,2024Q1,2024-04-29,2024-05-07,8
3030,,sii,2024Q1,,2024-05-08,
5439,,otc,2024Q1,,2024-05-08,
6515,,sii,2024Q1,,2024-05-08,
6919,,sii,2024Q1,,2024-05-08,
2388,,sii,2024Q1,2024-04-29,2024-05-08,9
2478,,sii,2024Q1,2024-04-30,2024-05-08,8
2493,,sii,2024Q1,2024-04-30,2024-05-08,8
3260,,otc,2024Q1,2024-04-30,2024-05-08,8
5351,,otc,2024Q1,2024-04-30,2024-05-08,8
6715,,sii,2024Q1,2024-04-30,2024-05-08,8
8112,,sii,2024Q1,2024-04-30,2024-05-08,8
1513,,sii,2024Q1,,2024-05-09,
2345,,sii,2024Q1,,2024-05-09,
2347,,sii,2024Q1,,2024-05-09,
2451,,sii,2024Q1,,2024-05-09,
2481,,sii,2024Q1,,2024-05-09,
3374,,otc,2024A,,2024-05-09,
4916,,sii,2024Q1,,2024-05-09,
5536,,otc,2024Q1,,2024-05-09,
2368,,sii,2024Q1,2024-04-29,2024-05-09,10
6166,,sii,2024Q1,2024-04-29,2024-05-09,10
1795,,sii,2024Q1,2024-04-30,2024-05-09,9
3362,,otc,2024Q1,2024-04-30,2024-05-09,9
3577,,otc,2024Q1,2024-04-30,2024-05-09,9
3702,,sii,2024Q1,2024-04-30,2024-05-09,9
8150,,sii,2024Q1,2024-04-30,2024-05-09,9
3363,,otc,2024A,2025-02-12,2024-05-09,-279
8932,,otc,2024A,2025-03-03,2024-05-09,-298
3413,,sii,2024Q1,,2024-05-10,
5483,,otc,2024Q1,,2024-05-10,
6226,,sii,2024Q1,,2024-05-10,
2049,,sii,2024Q1,2024-04-30,2024-05-10,10
2330,,sii,2024Q1,2024-05-02,2024-05-10,8
2618,,sii,2024Q1,2024-05-02,2024-05-10,8
3017,,sii,2024Q1,2024-05-02,2024-05-10,8
3022,,sii,2024Q1,2024-05-02,2024-05-10,8
3231,,sii,2024Q1,2024-05-02,2024-05-10,8
4958,,sii,2024Q1,2024-05-02,2024-05-10,8
6138,,otc,2024Q1,2024-05-02,2024-05-10,8
6426,,sii,2024Q1,2024-05-02,2024-05-10,8
6753,,sii,2024Q1,2024-05-02,2024-05-10,8
8033,,sii,2024Q1,2024-05-02,2024-05-10,8
2359,,sii,2024A,2025-02-26,2024-05-10,-292
2377,,sii,2024Q1,,2024-05-13,
2801,,sii,2024Q1,,2024-05-13,
5871,,sii,2024Q1,,2024-05-13,
1802,,sii,2024Q1,2024-05-03,2024-05-13,10
2316,,sii,2024Q1,2024-05-03,2024-05-13,10
2324,,sii,2024Q1,2024-05-03,2024-05-13,10
2357,,sii,2024Q1,2024-05-03,2024-05-13,10
2404,,sii,2024Q1,2024-05-03,2024-05-13,10
3706,,sii,2024Q1,2024-05-03,2024-05-13,10
4566,,sii,2024Q1,2024-05-03,2024-05-13,10
6446,,sii,2024Q1,2024-05-05,2024-05-13,8
2634,,sii,2024A,2025-03-19,2024-05-13,-310
2302,,sii,2024Q1,,2024-05-14,
2317,,sii,2024Q1,,2024-05-14,
2542,,sii,2024Q1,,2024-05-14,
3406,,sii,2024Q1,,2024-05-14,
6415,,sii,2024Q1,,2024-05-14,
2376,,sii,2024Q1,2024-05-03,2024-05-14,11
2312,,sii,2024Q1,2024-05-06,2024-05-14,8
2406,,sii,2024Q1,2024-05-06,2024-05-14,8
3479,,otc,2024Q1,2024-05-06,2024-05-14,8
6472,,sii,2024Q1,2024-05-06,2024-05-14,8
2382,,sii,2024Q1,,2024-05-15,
9904,,sii,2024Q1,2024-05-07,2024-05-15,8
2882,,sii,2024A,2024-10-31,2024-05-15,-169
2885,,sii,2024Q1,2024-05-14,2024-05-22,8
2887,,sii,2024Q1,2024-05-15,2024-05-23,8
2891,,sii,2024Q1,2024-05-15,2024-05-24,9
2886,,sii,2024Q1,2024-05-20,2024-05-28,8
3665,,sii,2024Q2,,2024-07-16,
3443,,sii,2024Q2,,2024-07-17,
5347,,otc,2024Q2,,2024-07-19,
4919,,sii,2024Q2,,2024-07-22,
3081,,otc,2024Q2,,2024-07-23,
4749,,otc,2024Q1,,2024-07-23,
8358,,otc,2024Q2,,2024-07-23,
3529,,otc,2024Q2,2024-07-16,2024-07-24,8
3088,,otc,2024Q2,,2024-07-25,
2455,,sii,2024Q2,2024-07-18,2024-07-25,7
5904,,otc,2024Q2,,2024-07-29,
6579,,sii,2024Q2,,2024-07-29,
3357,,otc,2024Q2,2024-07-19,2024-07-29,10
3563,,sii,2024Q2,,2024-07-30,
6525,,sii,2024Q2,,2024-07-30,
3035,,sii,2024Q2,2024-07-22,2024-07-30,8
5388,,sii,2024Q2,2024-07-22,2024-07-30,8
5434,,sii,2024Q2,2024-07-22,2024-07-30,8
6271,,sii,2024Q2,2024-07-22,2024-07-30,8
6510,,otc,2024Q2,2024-07-22,2024-07-30,8
8261,,sii,2024Q2,2024-07-22,2024-07-30,8
6116,,sii,2024Q2,,2024-07-31,
6243,,sii,2024Q2,,2024-07-31,
6515,,sii,2024Q2,,2024-07-31,
